Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Do you ever get tired?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you sneeze?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you have hair?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you throw up?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you vomit?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you yawn?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Don't you ever masticate?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Don't you ever sleep?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you have a stomach?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you have intestines?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you sleep?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you get tired?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you ever poop?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you ever sneeze?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you ever sweat?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you ever throw up?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you ever vomit?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you ever walk	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you ever yawn?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you have lungs?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you get hurt?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you have legs?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you get zits?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you have a liver?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you have arms?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you have eyes?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you have fingernails?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you have fingers?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you have bowels?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you fart?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you ever chew?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you burp?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you chew?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you crawl?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you cry?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you dream	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you eat?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
do you ever masticate?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you ever burp?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Can you walk?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you ever crawl?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you ever cry?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you ever dream	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you ever eat?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
Do you ever fart?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	41
This is so boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Why are you so boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Talking to you is like watching paint dry.	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
That is boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
That is not exciting	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
That is not fun	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
That is not very interesting	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
That is so boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
That is so dull	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
That is so uninteresting	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
This is boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
This is not exciting	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
So boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
This is not very interesting	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Lost the election because your speech was too boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
This is so dull	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
This is so uninteresting	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
U basic	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Ugh so boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Ugh, so dull	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Ur basic	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Ur blah	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Ur gonna bore me to death	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Ur so boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Wake me up when you have something interesting to say	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Watching paint dry is more entertaining than talking to you	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Are you trying to be dull?	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
This is not fun	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Fun fact: you are boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Are you trying to bore me?	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Basic af	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Be more fun	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Boring af	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Can you be less boring?	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Can you be less dull?	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Cool story, bro	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Could you be any less entertaining?	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Could you be any less exciting?	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Could you be any less interesting?	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
So dull	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Did you know that you're boring?	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Why are you so boring?	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Getting tired of you	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Good lord you are dull	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Holy crap you are boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
I am amazed that you are so boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
I am not enjoying this boring conversation	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
I couldn't be more bored with you	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
I'm falling asleep here	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
I'm not surprised that you are boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
I'm so bored of you	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
I'm so tired of you	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
I'm tired of you	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Listening to you is like listening to a Ted Talk from the color Beige	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Could you be any more boring?	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're so blah	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Were you made to be this boring?	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're not entertaining	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're not exciting	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're not interesting	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're not very entertaining.	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're not very exciting.	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're pretty boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're pretty uneventful	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're pretty uninteresting	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're quite boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're quite uninteresting	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're no fun	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're so basic	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're making me fall asleep	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're so boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're so dull	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're so very dull	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're such a drag	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're such a snooze	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're super boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're the boringest	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're the king of boredom	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're the mayor of boringville	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're the president of boring club	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're the queen of boredom	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're very boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're really boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You could not be more dull.	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Why are you so dull?	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Yawn	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You are boring as sin	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You are crazy boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You are crazy dull	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You are dull	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You are embarrassingly dull	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You are making my eyes glaze over	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You are more boring than watching paint dry	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You are so blah	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You are the most boring bot I've ever talked to	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're no fun at all.	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You could not be more boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're very dull	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You don't interest me at all	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You honestly could not be more uninteresting	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You really know how to suck the fun out of the room	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're a real snooze	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're as entertaining as watching paint dry	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're basic	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're boring	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're boring me to death	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're dull	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're going to bore me to death	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're gonna bore me shitless	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You're like a Ted Talk from the color Beige	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
You bore me	I wanna play a game.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	42
Are you old?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
I bet you're old	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
How old are you?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
how long have you been around?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
How long have you been alive?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
How long has it been since you were born	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
How long ago were you born?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
Do you have an age?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
Do you have a birthday?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
Are you younger than me?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
Are we the same age?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
are you older than me?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
What age are you?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
Are you my age?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
Are you in your teens?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
Are you an adult?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
Are you a teenager?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
Are you a senior?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
Are you a kid?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
Are you a grownup?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
Are you a grown up?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
Are you a baby?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
Are you young?	You never told me your name.	qna_chitchat_Professional.tsv	editorial:chitchat	[]	false	[]	43
